"year","month","noaa.year.month","noaa.anom","mcfarland.year.month","mcfarland.anom"
1938,2,1938-02-01,0.145875901442308,NA,NA
1938,3,1938-03-01,-1.03979867788462,NA,NA
1938,4,1938-04-01,1.35333533653846,NA,NA
1938,5,1938-05-01,-1.31546724759615,NA,NA
1938,6,1938-06-01,1.62569110576923,NA,NA
1938,7,1938-07-01,-0.345770733173076,NA,NA
1938,8,1938-08-01,1.80356820913461,NA,NA
1938,9,1938-09-01,-1.26300569282946,NA,NA
1938,10,1938-10-01,1.22847777374031,NA,NA
1938,11,1938-11-01,1.18335907218992,NA,NA
1938,12,1938-12-01,0.668998304263566,NA,NA
1939,1,1939-01-01,-1.30724158653846,NA,NA
1939,2,1939-02-01,-0.00353816105769234,NA,NA
1939,3,1939-03-01,-3.21948617788462,NA,NA
1939,4,1939-04-01,-2.44744591346154,NA,NA
1939,5,1939-05-01,-0.485389122596153,NA,NA
1939,6,1939-06-01,-0.0647385817307686,NA,NA
1939,7,1939-07-01,0.444268329326924,NA,NA
1939,8,1939-08-01,2.13364633413461,NA,NA
1939,9,1939-09-01,-0.503240067829458,NA,NA
1939,10,1939-10-01,-0.471717538759689,NA,NA
1939,11,1939-11-01,-2.52660186531008,NA,NA
1939,12,1939-12-01,-0.510689195736434,NA,NA
1940,1,1940-01-01,-2.18712439903846,NA,NA
1940,2,1940-02-01,0.815797776442308,NA,NA
1940,3,1940-03-01,-1.24975961538462,NA,NA
1940,4,1940-04-01,-1.28728966346154,NA,NA
1940,5,1940-05-01,0.924767127403847,NA,NA
1940,6,1940-06-01,-0.584269831730769,NA,NA
1940,7,1940-07-01,0.624932391826924,NA,NA
1940,8,1940-08-01,-0.0167442908653861,NA,NA
1940,9,1940-09-01,-0.0930838178294575,NA,NA
1940,10,1940-10-01,-1.89163941375969,NA,NA
1940,11,1940-11-01,-0.356679990310078,NA,NA
1940,12,1940-12-01,-1.55072825823643,NA,NA
1941,1,1941-01-01,-1.20763221153846,NA,NA
1941,2,1941-02-01,2.10583683894231,NA,NA
1941,3,1941-03-01,-1.63940805288462,NA,NA
1941,4,1941-04-01,1.97247596153846,NA,NA
1941,5,1941-05-01,0.214806189903847,NA,NA
1941,6,1941-06-01,1.00557391826923,NA,NA
1941,7,1941-07-01,0.644463641826924,NA,NA
1941,8,1941-08-01,-0.886861478365386,NA,NA
1941,9,1941-09-01,0.586603682170542,NA,NA
1941,10,1941-10-01,0.289024648740311,NA,NA
1941,11,1941-11-01,1.63355438468992,NA,NA
1941,12,1941-12-01,1.48931080426357,NA,NA
1942,1,1942-01-01,0.322641225961538,NA,NA
1942,2,1942-02-01,-0.174436598557692,NA,NA
1942,3,1942-03-01,3.47094350961538,NA,NA
1942,4,1942-04-01,1.20294471153846,NA,NA
1942,5,1942-05-01,1.24507962740385,NA,NA
1942,6,1942-06-01,0.705769230769231,NA,NA
1942,7,1942-07-01,-0.265692608173076,NA,NA
1942,8,1942-08-01,-0.786275540865386,NA,NA
1942,9,1942-09-01,0.216486494670542,NA,NA
1942,10,1942-10-01,1.53902464874031,NA,NA
1942,11,1942-11-01,-0.346914365310078,NA,NA
1942,12,1942-12-01,-2.45111888323643,NA,NA
1943,1,1943-01-01,-2.25743689903846,NA,NA
1943,2,1943-02-01,1.44568058894231,NA,NA
1943,3,1943-03-01,-0.459720552884615,NA,NA
1943,4,1943-04-01,-2.01678185096154,NA,NA
1943,5,1943-05-01,0.134728064903847,NA,NA
1943,6,1943-06-01,0.175495793269231,NA,NA
1943,7,1943-07-01,0.274346454326924,NA,NA
1943,8,1943-08-01,-0.736470853365386,NA,NA
1943,9,1943-09-01,-1.35382600532946,NA,NA
1943,10,1943-10-01,0.378868398740311,NA,NA
1943,11,1943-11-01,-0.326406552810078,NA,NA
1943,12,1943-12-01,-3.20111888323643,NA,NA
1944,1,1944-01-01,1.51209435096154,NA,NA
1944,2,1944-02-01,-0.243772536057692,NA,NA
1944,3,1944-03-01,-0.549564302884615,NA,NA
1944,4,1944-04-01,-1.38689903846154,NA,NA
1944,5,1944-05-01,1.78414212740385,NA,NA
1944,6,1944-06-01,-0.484660456730769,NA,NA
1944,7,1944-07-01,-0.235419170673076,NA,NA
1944,8,1944-08-01,1.75376352163461,NA,NA
1944,9,1944-09-01,0.0563302446705425,NA,NA
1944,10,1944-10-01,-0.621131601259689,NA,NA
1944,11,1944-11-01,0.763437197189922,NA,NA
1944,12,1944-12-01,-0.690376695736434,NA,NA
1945,1,1945-01-01,-1.72716346153846,NA,NA
1945,2,1945-02-01,0.0657977764423077,NA,NA
1945,3,1945-03-01,3.56078725961538,NA,NA
1945,4,1945-04-01,2.00274939903846,NA,NA
1945,5,1945-05-01,-2.08499849759615,NA,NA
1945,6,1945-06-01,-1.37430889423077,NA,NA
1945,7,1945-07-01,-0.925848858173076,NA,NA
1945,8,1945-08-01,-0.266744290865386,NA,NA
1945,9,1945-09-01,0.746759932170542,NA,NA
1945,10,1945-10-01,-1.89163941375969,NA,NA
1945,11,1945-11-01,0.453866884689922,NA,NA
1945,12,1945-12-01,-2.33100169573643,NA,NA
1946,1,1946-01-01,-0.367788461538462,NA,NA
1946,2,1946-02-01,-2.34435847355769,NA,NA
1946,3,1946-03-01,3.82055288461538,NA,NA
1946,4,1946-04-01,-1.38689903846154,NA,NA
1946,5,1946-05-01,-0.535193810096153,NA,NA
1946,6,1946-06-01,-0.774699519230769,NA,NA
1946,7,1946-07-01,-1.44538010817308,NA,NA
1946,8,1946-08-01,-1.75697866586539,NA,NA
1946,9,1946-09-01,0.176447432170542,NA,NA
1946,10,1946-10-01,1.11910277374031,NA,NA
1946,11,1946-11-01,1.27320282218992,NA,NA
1946,12,1946-12-01,0.369193616763566,NA,NA
1947,1,1947-01-01,0.292367788461538,NA,NA
1947,2,1947-02-01,1.68591496394231,NA,NA
1947,3,1947-03-01,0.880123197115385,NA,NA
1947,4,1947-04-01,-1.24725060096154,NA,NA
1947,5,1947-05-01,-0.855506310096153,NA,NA
1947,6,1947-06-01,-1.15458233173077,NA,NA
1947,7,1947-07-01,1.26458082932692,NA,NA
1947,8,1947-08-01,0.373880709134614,NA,NA
1947,9,1947-09-01,0.236994307170542,NA,NA
1947,10,1947-10-01,2.23921996124031,NA,NA
1947,11,1947-11-01,-0.516836240310078,NA,NA
1947,12,1947-12-01,-1.88080638323643,NA,NA
1948,1,1948-01-01,-2.09728064903846,NA,NA
1948,2,1948-02-01,-2.22424128605769,NA,NA
1948,3,1948-03-01,-0.649173677884615,NA,NA
1948,4,1948-04-01,-1.01678185096154,NA,NA
1948,5,1948-05-01,-2.18558443509615,NA,NA
1948,6,1948-06-01,-1.72489483173077,NA,NA
1948,7,1948-07-01,-0.355536358173076,NA,NA
1948,8,1948-08-01,0.253763521634614,NA,NA
1948,9,1948-09-01,0.0768380571705425,NA,NA
1948,10,1948-10-01,-0.571326913759689,NA,NA
1948,11,1948-11-01,2.52320282218992,NA,NA
1948,12,1948-12-01,2.01958424176357,NA,NA
1949,1,1949-01-01,2.85291466346154,NA,NA
1949,2,1949-02-01,2.00622746394231,NA,NA
1949,3,1949-03-01,0.610591947115385,NA,NA
1949,4,1949-04-01,1.71271033653846,NA,NA
1949,5,1949-05-01,0.794884314903847,NA,NA
1949,6,1949-06-01,1.36494891826923,NA,NA
1949,7,1949-07-01,1.04485426682692,NA,NA
1949,8,1949-08-01,0.493021334134614,NA,NA
1949,9,1949-09-01,-0.533513505329458,NA,NA
1949,10,1949-10-01,1.33882933624031,NA,NA
1949,11,1949-11-01,-0.686758115310078,NA,NA
1949,12,1949-12-01,2.17974049176357,NA,NA
1950,1,1950-01-01,3.01209435096154,NA,NA
1950,2,1950-02-01,-1.51428034855769,NA,NA
1950,3,1950-03-01,-2.06909555288462,NA,NA
1950,4,1950-04-01,-0.487484975961539,NA,NA
1950,5,1950-05-01,-0.0049203725961533,NA,NA
1950,6,1950-06-01,0.0749098557692314,NA,NA
1950,7,1950-07-01,-0.595770733173076,NA,NA
1950,8,1950-08-01,-0.566548978365386,NA,NA
1950,9,1950-09-01,-2.24347444282946,NA,NA
1950,10,1950-10-01,0.0888293362403108,NA,NA
1950,11,1950-11-01,2.50367157218992,NA,NA
1950,12,1950-12-01,1.97954517926357,NA,NA
1951,1,1951-01-01,3.02283653846154,NA,NA
1951,2,1951-02-01,2.27575871394231,NA,NA
1951,3,1951-03-01,1.24047475961538,NA,NA
1951,4,1951-04-01,1.78302283653846,NA,NA
1951,5,1951-05-01,0.594689002403847,NA,NA
1951,6,1951-06-01,-1.04423076923077,NA,NA
1951,7,1951-07-01,0.284112079326924,NA,NA
1951,8,1951-08-01,-0.0362755408653861,NA,NA
1951,9,1951-09-01,0.616877119670542,NA,NA
1951,10,1951-10-01,-0.141639413759689,NA,NA
1951,11,1951-11-01,-0.166250302810078,NA,NA
1951,12,1951-12-01,0.249076429263566,NA,NA
1952,1,1952-01-01,1.59217247596154,NA,NA
1952,2,1952-02-01,1.21618840144231,NA,NA
1952,3,1952-03-01,0.520748197115385,NA,NA
1952,4,1952-04-01,1.13263221153846,NA,NA
1952,5,1952-05-01,-0.685584435096153,NA,NA
1952,6,1952-06-01,0.945027043269231,NA,NA
1952,7,1952-07-01,1.99407301682692,NA,NA
1952,8,1952-08-01,0.443216646634614,NA,NA
1952,9,1952-09-01,0.536798994670542,NA,NA
1952,10,1952-10-01,-0.281287851259689,NA,NA
1952,11,1952-11-01,0.623788759689922,NA,NA
1952,12,1952-12-01,1.94927174176357,NA,NA
1953,1,1953-01-01,3.74256310096154,NA,NA
1953,2,1953-02-01,2.50622746394231,NA,NA
1953,3,1953-03-01,1.14086538461538,NA,NA
1953,4,1953-04-01,1.51251502403846,NA,NA
1953,5,1953-05-01,0.0546499399038467,NA,NA
1953,6,1953-06-01,-0.00419170673076863,NA,NA
1953,7,1953-07-01,0.0243464543269241,NA,NA
1953,8,1953-08-01,-0.466939603365386,NA,NA
1953,9,1953-09-01,0.486994307170542,NA,NA
1953,10,1953-10-01,1.03902464874031,NA,NA
1953,11,1953-11-01,2.57300750968992,NA,NA
1953,12,1953-12-01,4.55962330426357,NA,NA
1954,1,1954-01-01,-0.867788461538462,NA,NA
1954,2,1954-02-01,3.52575871394231,NA,NA
1954,3,1954-03-01,0.320552884615385,NA,NA
1954,4,1954-04-01,-0.197445913461539,NA,NA
1954,5,1954-05-01,-1.08499849759615,NA,NA
1954,6,1954-06-01,-0.414347956730769,NA,NA
1954,7,1954-07-01,-0.995184795673076,NA,NA
1954,8,1954-08-01,-0.976705228365386,NA,NA
1954,9,1954-09-01,-0.972966630329458,NA,NA
1954,10,1954-10-01,1.31832152374031,NA,NA
1954,11,1954-11-01,0.633554384689922,NA,NA
1954,12,1954-12-01,1.45903736676357,NA,NA
1955,1,1955-01-01,-0.607046274038462,NA,NA
1955,2,1955-02-01,1.11560246394231,NA,NA
1955,3,1955-03-01,-0.999759615384615,NA,NA
1955,4,1955-04-01,0.563296274038461,NA,NA
1955,5,1955-05-01,1.34468900240385,NA,NA
1955,6,1955-06-01,-0.404582331730769,NA,NA
1955,7,1955-07-01,0.664971454326924,NA,NA
1955,8,1955-08-01,0.413919771634614,NA,NA
1955,9,1955-09-01,-0.753240067829458,NA,NA
1955,10,1955-10-01,0.0790637112403108,NA,NA
1955,11,1955-11-01,-0.136953427810078,NA,NA
1955,12,1955-12-01,-3.97065013323643,NA,NA
1956,1,1956-01-01,4.03260216346154,NA,NA
1956,2,1956-02-01,0.546266526442308,NA,NA
1956,3,1956-03-01,-2.99975961538462,NA,NA
1956,4,1956-04-01,-1.26678185096154,NA,NA
1956,5,1956-05-01,-2.84574068509615,NA,NA
1956,6,1956-06-01,-0.845012019230769,NA,NA
1956,7,1956-07-01,-1.72565354567308,NA,NA
1956,8,1956-08-01,-1.60658804086539,NA,NA
1956,9,1956-09-01,-2.18390413032946,NA,NA
1956,10,1956-10-01,-0.0810925387596892,NA,NA
1956,11,1956-11-01,1.13355438468992,NA,NA
1956,12,1956-12-01,0.418998304263566,NA,NA
1957,1,1957-01-01,-3.77696814903846,NA,NA
1957,2,1957-02-01,2.48571965144231,NA,NA
1957,3,1957-03-01,0.700435697115385,NA,NA
1957,4,1957-04-01,0.462710336538461,NA,NA
1957,5,1957-05-01,0.484337439903847,NA,NA
1957,6,1957-06-01,0.355183293269231,NA,NA
1957,7,1957-07-01,-0.615301983173076,NA,NA
1957,8,1957-08-01,-1.33608022836539,NA,NA
1957,9,1957-09-01,0.446955244670542,NA,NA
1957,10,1957-10-01,0.458946523740311,NA,NA
1957,11,1957-11-01,1.98316375968992,NA,NA
1957,12,1957-12-01,3.35942799176357,NA,NA
1958,1,1958-01-01,3.21228966346154,NA,NA
1958,2,1958-02-01,-1.37365534855769,NA,NA
1958,3,1958-03-01,2.04027944711538,NA,NA
1958,4,1958-04-01,0.983218149038461,NA,NA
1958,5,1958-05-01,-1.42581881009615,NA,NA
1958,6,1958-06-01,-1.94462139423077,NA,NA
1958,7,1958-07-01,-1.22565354567308,NA,NA
1958,8,1958-08-01,-0.356588040865386,NA,NA
1958,9,1958-09-01,-0.193669755329458,NA,NA
1958,10,1958-10-01,-1.04105347625969,NA,NA
1958,11,1958-11-01,0.453866884689922,NA,NA
1958,12,1958-12-01,-4.64057200823643,NA,NA
1959,1,1959-01-01,-0.0777493990384617,NA,NA
1959,2,1959-02-01,-2.37365534855769,NA,NA
1959,3,1959-03-01,-0.499759615384615,NA,NA
1959,4,1959-04-01,0.323061899038461,NA,NA
1959,5,1959-05-01,1.69429837740385,NA,NA
1959,6,1959-06-01,-2.45438701923077,NA,NA
1959,7,1959-07-01,0.294854266826924,NA,NA
1959,8,1959-08-01,0.0438025841346139,NA,NA
1959,9,1959-09-01,0.816095869670542,NA,NA
1959,10,1959-10-01,-0.491248788759689,NA,NA
1959,11,1959-11-01,0.803476259689922,NA,NA
1959,12,1959-12-01,1.85942799176357,NA,NA
1960,1,1960-01-01,1.01209435096154,NA,NA
1960,2,1960-02-01,3.84607121394231,NA,NA
1960,3,1960-03-01,-1.51929086538462,NA,NA
1960,4,1960-04-01,0.0730618990384615,NA,NA
1960,5,1960-05-01,1.34468900240385,NA,NA
1960,6,1960-06-01,0.425495793269231,NA,NA
1960,7,1960-07-01,-0.245184795673076,NA,NA
1960,8,1960-08-01,0.0135291466346139,NA,NA
1960,9,1960-09-01,0.0866036821705425,NA,NA
1960,10,1960-10-01,-1.07132691375969,NA,NA
1960,11,1960-11-01,2.11304657218992,NA,NA
1960,12,1960-12-01,-0.740181383236434,NA,NA
1961,1,1961-01-01,-3.02696814903846,NA,NA
1961,2,1961-02-01,0.565797776442308,NA,NA
1961,3,1961-03-01,-0.709720552884615,NA,NA
1961,4,1961-04-01,-1.17693810096154,NA,NA
1961,5,1961-05-01,-0.925818810096153,NA,NA
1961,6,1961-06-01,0.125691105769231,NA,NA
1961,7,1961-07-01,-1.89557542067308,NA,NA
1961,8,1961-08-01,-0.186666165865386,NA,NA
1961,9,1961-09-01,2.29656461967054,NA,NA
1961,10,1961-10-01,1.47847777374031,NA,NA
1961,11,1961-11-01,1.73316375968992,NA,NA
1961,12,1961-12-01,0.798881116763566,NA,NA
1962,1,1962-01-01,0.0326021634615383,NA,NA
1962,2,1962-02-01,-2.14416316105769,NA,NA
1962,3,1962-03-01,1.29027944711538,NA,NA
1962,4,1962-04-01,-0.117367788461539,NA,NA
1962,5,1962-05-01,-0.605506310096153,NA,NA
1962,6,1962-06-01,-0.00419170673076863,NA,NA
1962,7,1962-07-01,-2.57526292067308,NA,NA
1962,8,1962-08-01,-1.32631460336539,NA,NA
1962,9,1962-09-01,-1.57355256782946,NA,NA
1962,10,1962-10-01,0.0683215237403108,NA,NA
1962,11,1962-11-01,-1.17699249031008,NA,NA
1962,12,1962-12-01,-0.730415758236434,NA,NA
1963,1,1963-01-01,1.29236778846154,NA,NA
1963,2,1963-02-01,-2.57385066105769,NA,NA
1963,3,1963-03-01,-0.259525240384615,NA,NA
1963,4,1963-04-01,-0.0773287259615385,NA,NA
1963,5,1963-05-01,-0.435584435096153,NA,NA
1963,6,1963-06-01,0.955769230769231,NA,NA
1963,7,1963-07-01,0.884698016826924,NA,NA
1963,8,1963-08-01,-1.79701772836539,NA,NA
1963,9,1963-09-01,-1.88312288032946,NA,NA
1963,10,1963-10-01,2.44918089874031,NA,NA
1963,11,1963-11-01,1.91382782218992,NA,NA
1963,12,1963-12-01,-4.65033763323643,NA,NA
1964,1,1964-01-01,2.23279747596154,NA,NA
1964,2,1964-02-01,0.706422776442308,NA,NA
1964,3,1964-03-01,0.0900841346153846,NA,NA
1964,4,1964-04-01,-0.327328725961539,NA,NA
1964,5,1964-05-01,1.15425931490385,NA,NA
1964,6,1964-06-01,0.0954176682692314,NA,NA
1964,7,1964-07-01,-1.25592698317308,NA,NA
1964,8,1964-08-01,-2.38686147836539,NA,NA
1964,9,1964-09-01,-1.99347444282946,NA,NA
1964,10,1964-10-01,-0.441444101259689,NA,NA
1964,11,1964-11-01,0.0232028221899223,NA,NA
1964,12,1964-12-01,-0.240181383236434,NA,NA
1965,1,1965-01-01,-1.70763221153846,NA,NA
1965,2,1965-02-01,-1.22424128605769,NA,NA
1965,3,1965-03-01,0.100826322115385,NA,NA
1965,4,1965-04-01,-0.976742788461539,NA,NA
1965,5,1965-05-01,0.165001502403847,NA,NA
1965,6,1965-06-01,1.15498798076923,NA,NA
1965,7,1965-07-01,-0.965887920673076,NA,NA
1965,8,1965-08-01,-0.0665489783653861,NA,NA
1965,9,1965-09-01,-0.643865067829458,NA,NA
1965,10,1965-10-01,-0.920936288759689,NA,NA
1965,11,1965-11-01,-1.58617217781008,NA,NA
1965,12,1965-12-01,0.459037366763566,NA,NA
1966,1,1966-01-01,1.58240685096154,NA,NA
1966,2,1966-02-01,0.825563401442308,NA,NA
1966,3,1966-03-01,1.05004507211538,NA,NA
1966,4,1966-04-01,-1.03728966346154,NA,NA
1966,5,1966-05-01,-0.995154747596153,NA,NA
1966,6,1966-06-01,0.364948918269231,NA,NA
1966,7,1966-07-01,-0.385809795673076,NA,NA
1966,8,1966-08-01,0.143411959134614,NA,NA
1966,9,1966-09-01,-1.08331819282946,NA,NA
1966,10,1966-10-01,0.00875121124031075,NA,NA
1966,11,1966-11-01,2.35328094718992,NA,NA
1966,12,1966-12-01,1.94927174176357,NA,NA
1967,1,1967-01-01,2.51209435096154,NA,NA
1967,2,1967-02-01,-2.61388972355769,NA,NA
1967,3,1967-03-01,-2.98999399038462,NA,NA
1967,4,1967-04-01,-1.44744591346154,NA,NA
1967,5,1967-05-01,-3.08499849759615,NA,NA
1967,6,1967-06-01,0.485066105769231,NA,NA
1967,7,1967-07-01,-0.665106670673076,NA,NA
1967,8,1967-08-01,0.0936072716346139,NA,NA
1967,9,1967-09-01,-0.163396317829458,NA,NA
1967,10,1967-10-01,0.588829336240311,NA,NA
1967,11,1967-11-01,-0.816640927810078,NA,NA
1967,12,1967-12-01,0.769584241763566,NA,NA
1968,1,1968-01-01,-2.23790564903846,NA,NA
1968,2,1968-02-01,-2.71447566105769,NA,NA
1968,3,1968-03-01,1.18090444711538,NA,NA
1968,4,1968-04-01,1.15314002403846,NA,NA
1968,5,1968-05-01,-0.595740685096153,NA,NA
1968,6,1968-06-01,-0.925090144230769,NA,NA
1968,7,1968-07-01,0.914971454326924,NA,NA
1968,8,1968-08-01,-1.03627554086539,NA,NA
1968,9,1968-09-01,1.09636930717054,NA,NA
1968,10,1968-10-01,1.76851683624031,NA,NA
1968,11,1968-11-01,-1.70628936531008,NA,NA
1968,12,1968-12-01,-0.650337633236434,NA,NA
1969,1,1969-01-01,0.652719350961538,NA,NA
1969,2,1969-02-01,1.09607121394231,NA,NA
1969,3,1969-03-01,-0.299564302884615,NA,NA
1969,4,1969-04-01,-0.487484975961539,NA,NA
1969,5,1969-05-01,0.0741811899038467,NA,NA
1969,6,1969-06-01,1.08565204326923,NA,NA
1969,7,1969-07-01,-0.565497295673076,NA,NA
1969,8,1969-08-01,1.01352914663461,NA,NA
1969,9,1969-09-01,-0.533513505329458,NA,NA
1969,10,1969-10-01,-0.851600351259689,NA,NA
1969,11,1969-11-01,0.913827822189922,NA,NA
1969,12,1969-12-01,1.49907642926357,NA,NA
1970,1,1970-01-01,-4.04747596153846,NA,NA
1970,2,1970-02-01,0.105836838942308,NA,NA
1970,3,1970-03-01,-0.339603365384615,NA,NA
1970,4,1970-04-01,-0.507016225961539,NA,NA
1970,5,1970-05-01,1.01461087740385,NA,NA
1970,6,1970-06-01,0.425495793269231,NA,NA
1970,7,1970-07-01,0.774346454326924,NA,NA
1970,8,1970-08-01,0.613138521634614,NA,NA
1970,9,1970-09-01,-0.653630692829458,NA,NA
1970,10,1970-10-01,0.918907461240311,NA,NA
1970,11,1970-11-01,0.413827822189922,NA,NA
1970,12,1970-12-01,-4.63080638323643,NA,NA
1971,1,1971-01-01,-4.17735877403846,NA,NA
1971,2,1971-02-01,-0.234006911057692,NA,NA
1971,3,1971-03-01,-0.219486177884615,NA,NA
1971,4,1971-04-01,-0.757016225961539,NA,NA
1971,5,1971-05-01,0.504845252403847,NA,NA
1971,6,1971-06-01,0.635456730769231,NA,NA
1971,7,1971-07-01,0.205010516826924,NA,NA
1971,8,1971-08-01,0.323099459134614,NA,NA
1971,9,1971-09-01,1.20672086967054,NA,NA
1971,10,1971-10-01,2.11910277374031,NA,NA
1971,11,1971-11-01,-1.40648467781008,NA,NA
1971,12,1971-12-01,-0.420845445736434,NA,NA
1972,1,1972-01-01,0.852914663461538,NA,NA
1972,2,1972-02-01,-1.14416316105769,NA,NA
1972,3,1972-03-01,-2.33960336538462,NA,NA
1972,4,1972-04-01,-1.91717247596154,NA,NA
1972,5,1972-05-01,0.784142127403847,NA,NA
1972,6,1972-06-01,-0.925090144230769,NA,NA
1972,7,1972-07-01,-0.325262920673076,NA,NA
1972,8,1972-08-01,-0.0763146033653861,NA,NA
1972,9,1972-09-01,0.636408369670542,NA,NA
1972,10,1972-10-01,-2.05081910125969,NA,NA
1972,11,1972-11-01,-1.76683624031008,NA,NA
1972,12,1972-12-01,-1.60053294573643,NA,NA
1973,1,1973-01-01,0.672250600961538,NA,NA
1973,2,1973-02-01,-0.464475661057692,NA,NA
1973,3,1973-03-01,2.53051382211538,NA,NA
1973,4,1973-04-01,0.823061899038461,NA,NA
1973,5,1973-05-01,-1.29495943509615,NA,NA
1973,6,1973-06-01,0.904987980769231,NA,NA
1973,7,1973-07-01,1.02434645432692,NA,NA
1973,8,1973-08-01,1.52329477163461,NA,NA
1973,9,1973-09-01,-0.373357255329458,NA,NA
1973,10,1973-10-01,-0.161170663759689,NA,NA
1973,11,1973-11-01,-0.576406552810078,NA,NA
1973,12,1973-12-01,3.65923267926357,NA,NA
1974,1,1974-01-01,0.272836538461538,NA,NA
1974,2,1974-02-01,-0.984006911057692,NA,NA
1974,3,1974-03-01,-0.0798377403846154,NA,NA
1974,4,1974-04-01,0.683413461538461,NA,NA
1974,5,1974-05-01,-1.95511568509615,NA,NA
1974,6,1974-06-01,0.195027043269231,NA,NA
1974,7,1974-07-01,-0.585028545673076,NA,NA
1974,8,1974-08-01,1.27329477163461,NA,NA
1974,9,1974-09-01,-0.633122880329458,NA,NA
1974,10,1974-10-01,-2.61136597625969,NA,NA
1974,11,1974-11-01,0.0329684471899223,NA,NA
1974,12,1974-12-01,1.66899830426357,NA,NA
1975,1,1975-01-01,1.33240685096154,NA,NA
1975,2,1975-02-01,-0.293577223557692,NA,NA
1975,3,1975-03-01,-0.279056490384615,NA,NA
1975,4,1975-04-01,-1.26678185096154,NA,NA
1975,5,1975-05-01,1.43453275240385,NA,NA
1975,6,1975-06-01,0.805378605769231,NA,NA
1975,7,1975-07-01,0.994073016826924,NA,NA
1975,8,1975-08-01,0.513529146634614,NA,NA
1975,9,1975-09-01,-1.10382600532946,NA,NA
1975,10,1975-10-01,0.428673086240311,NA,NA
1975,11,1975-11-01,2.13355438468992,NA,NA
1975,12,1975-12-01,-0.750923570736434,NA,NA
1976,1,1976-01-01,-1.83751502403846,NA,NA
1976,2,1976-02-01,2.62634465144231,NA,NA
1976,3,1976-03-01,0.530513822115385,NA,NA
1976,4,1976-04-01,1.13263221153846,NA,NA
1976,5,1976-05-01,0.314415564903847,NA,NA
1976,6,1976-06-01,2.45576923076923,NA,NA
1976,7,1976-07-01,-0.185614483173076,NA,NA
1976,8,1976-08-01,0.0633338341346139,NA,NA
1976,9,1976-09-01,-0.313786942829458,NA,NA
1976,10,1976-10-01,-1.29105347625969,NA,NA
1976,11,1976-11-01,-1.66625030281008,NA,NA
1976,12,1976-12-01,-3.30072825823643,NA,NA
1977,1,1977-01-01,-2.99767127403846,NA,NA
1977,2,1977-02-01,-0.394163161057692,NA,NA
1977,3,1977-03-01,2.66039663461538,NA,NA
1977,4,1977-04-01,0.0427884615384615,NA,NA
1977,5,1977-05-01,1.62496243990385,NA,NA
1977,6,1977-06-01,-1.01493389423077,NA,NA
1977,7,1977-07-01,0.164971454326924,NA,NA
1977,8,1977-08-01,-0.706197415865386,NA,NA
1977,9,1977-09-01,-1.12335725532946,NA,NA
1977,10,1977-10-01,0.369102773740311,NA,NA
1977,11,1977-11-01,1.27320282218992,NA,NA
1977,12,1977-12-01,-0.270454820736434,NA,NA
1978,1,1978-01-01,-0.997671274038462,NA,NA
1978,2,1978-02-01,-1.86388972355769,NA,NA
1978,3,1978-03-01,-0.999759615384615,NA,NA
1978,4,1978-04-01,-0.497250600961539,NA,NA
1978,5,1978-05-01,1.20504056490385,NA,NA
1978,6,1978-06-01,0.0456129807692314,NA,NA
1978,7,1978-07-01,0.484307391826924,NA,NA
1978,8,1978-08-01,1.24302133413461,NA,NA
1978,9,1978-09-01,-1.29327913032946,NA,NA
1978,10,1978-10-01,-0.951209726259689,NA,NA
1978,11,1978-11-01,-1.99632842781008,NA,NA
1978,12,1978-12-01,-0.0810016957364339,NA,NA
1979,1,1979-01-01,1.29236778846154,NA,NA
1979,2,1979-02-01,-2.57385066105769,NA,NA
1979,3,1979-03-01,2.81078725961538,NA,NA
1979,4,1979-04-01,0.533022836538461,NA,NA
1979,5,1979-05-01,0.924767127403847,NA,NA
1979,6,1979-06-01,1.04561298076923,NA,NA
1979,7,1979-07-01,0.844658954326924,NA,NA
1979,8,1979-08-01,-0.436666165865386,NA,NA
1979,9,1979-09-01,-0.0530447553294575,NA,NA
1979,10,1979-10-01,-0.181678476259689,NA,NA
1979,11,1979-11-01,2.58374969718992,NA,NA
1979,12,1979-12-01,1.30962330426357,NA,NA
1980,1,1980-01-01,0.912484975961538,NA,NA
1980,2,1980-02-01,-1.05431941105769,NA,NA
1980,3,1980-03-01,-0.409915865384615,NA,NA
1980,4,1980-04-01,1.17267127403846,NA,NA
1980,5,1980-05-01,1.14449368990385,NA,NA
1980,6,1980-06-01,0.404987980769231,NA,NA
1980,7,1980-07-01,1.10442457932692,NA,NA
1980,8,1980-08-01,1.49302133413461,NA,NA
1980,9,1980-09-01,-0.503240067829458,NA,NA
1980,10,1980-10-01,-1.52152222625969,NA,NA
1980,11,1980-11-01,-1.31664092781008,NA,NA
1980,12,1980-12-01,-3.53022044573643,NA,NA
1981,1,1981-01-01,-4.46739783653846,NA,NA
1981,2,1981-02-01,4.62634465144231,NA,NA
1981,3,1981-03-01,1.82055288461538,NA,NA
1981,4,1981-04-01,1.36310096153846,NA,NA
1981,5,1981-05-01,1.13472806490385,NA,NA
1981,6,1981-06-01,0.715534855769231,NA,NA
1981,7,1981-07-01,0.564385516826924,NA,NA
1981,8,1981-08-01,0.183451021634614,NA,NA
1981,9,1981-09-01,-0.673161942829458,NA,NA
1981,10,1981-10-01,-0.931678476259689,NA,NA
