"year","month","noaa.year.month","noaa.precip.anom","noaa.percent.precip.anom","mcfarland.year.month","mcfarland.precip.anom","mcfarland.percent.precip.anom"
1918,11,1918-11-01,1.73873546511629,1.28822677502625,NA,NA,NA
1918,12,1918-12-01,-24.4829215116279,-19.9692615871535,NA,NA,NA
1919,1,1919-01-01,-4.10111929086538,-3.61647784426148,NA,NA,NA
1919,2,1919-02-01,-18.9638596754808,-19.6101931998674,NA,NA,NA
1919,3,1919-03-01,51.7651517427885,45.5217055231932,NA,NA,NA
1919,4,1919-04-01,17.0857271634615,16.0498216170574,NA,NA,NA
1919,5,1919-05-01,7.27587890625,7.53866468347322,NA,NA,NA
1919,6,1919-06-01,-49.2775090144231,-55.4195730346723,NA,NA,NA
1919,7,1919-07-01,5.04168419471154,6.13208689257278,NA,NA,NA
1919,8,1919-08-01,43.0311974158654,53.2971085386365,NA,NA,NA
1919,9,1919-09-01,57.988894440407,56.6736819769414,NA,NA,NA
1919,10,1919-10-01,-22.2669195130814,-18.8963361856713,NA,NA,NA
1919,11,1919-11-01,26.1088526526163,19.3440139268487,NA,NA,NA
1919,12,1919-12-01,-43.3930777616279,-35.3931503020215,NA,NA,NA
1920,1,1920-01-01,-32.9311974158654,-29.0396200141614,NA,NA,NA
1920,2,1920-02-01,85.6455153245192,88.5645185609321,NA,NA,NA
1920,3,1920-03-01,19.5747220552885,17.2137954415121,NA,NA,NA
1920,4,1920-04-01,171.045688100962,160.67520896963,NA,NA,NA
1920,5,1920-05-01,-33.02392578125,-34.2166638841248,NA,NA,NA
1920,6,1920-06-01,-15.0167668269231,-16.8884917796012,NA,NA,NA
1920,7,1920-07-01,9.23211388221154,11.2288121075159,NA,NA,NA
1920,8,1920-08-01,-22.8281775841346,-28.2742738177281,NA,NA,NA
1920,9,1920-09-01,65.749636627907,64.2584072744965,NA,NA,NA
1920,10,1920-10-01,-41.5071538880814,-35.2241419617474,NA,NA,NA
1920,11,1920-11-01,-42.1108739098837,-31.1998900228552,NA,NA,NA
1920,12,1920-12-01,-14.9233511991279,-12.1720891728877,NA,NA,NA
1921,1,1921-01-01,-52.7407677283654,-46.5082345699646,NA,NA,NA
1921,2,1921-02-01,-20.3544846754808,-21.0482140134165,NA,NA,NA
1921,3,1921-03-01,-0.465317007211539,-0.409194662124566,NA,NA,NA
1921,4,1921-04-01,-20.5841947115385,-19.3361775059526,NA,NA,NA
1921,5,1921-05-01,-57.80419921875,-59.8919361937863,NA,NA,NA
1921,6,1921-06-01,-56.3273137019231,-63.3480818731513,NA,NA,NA
1921,7,1921-07-01,-28.3176908052885,-34.4421693046908,NA,NA,NA
1921,8,1921-08-01,-6.73833383413462,-8.34589161571945,NA,NA,NA
1921,9,1921-09-01,-31.120480559593,-30.4146549994407,NA,NA,NA
1921,10,1921-10-01,-51.5569585755814,-43.7526897864148,NA,NA,NA
1921,11,1921-11-01,21.7485010901163,16.1134353000049,NA,NA,NA
1921,12,1921-12-01,-66.1626090116279,-53.9649014523965,NA,NA,NA
1922,1,1922-01-01,-39.6606896033654,-34.973868123801,NA,NA,NA
1922,2,1922-02-01,-12.7343674879808,-13.1683850751275,NA,NA,NA
1922,3,1922-03-01,2.37452674278846,2.08813272062362,NA,NA,NA
1922,4,1922-04-01,-26.8341947115385,-25.2072407710343,NA,NA,NA
1922,5,1922-05-01,-50.87451171875,-52.7119664476047,NA,NA,NA
1922,6,1922-06-01,41.9226862980769,47.1480280065681,NA,NA,NA
1922,7,1922-07-01,-3.97784705528846,-4.83816574905269,NA,NA,NA
1922,8,1922-08-01,66.6815880408654,82.5897499666679,NA,NA,NA
1922,9,1922-09-01,-45.020871184593,-43.9997789311632,NA,NA,NA
1922,10,1922-10-01,-34.4475835755814,-29.2331914006239,NA,NA,NA
1922,11,1922-11-01,-78.0112645348837,-57.7984413061771,NA,NA,NA
1922,12,1922-12-01,-23.9633902616279,-19.5455108746814,NA,NA,NA
1923,1,1923-01-01,55.5092322716346,48.9495414360333,NA,NA,NA
1923,2,1923-02-01,-37.2538987379808,-38.5236003746995,NA,NA,NA
1923,3,1923-03-01,6.88429236778846,6.05397104714739,NA,NA,NA
1923,4,1923-04-01,99.7761568509615,93.7267406749945,NA,NA,NA
1923,5,1923-05-01,-54.07373046875,-56.0267326382038,NA,NA,NA
1923,6,1923-06-01,-6.18668870192307,-6.95781205699044,NA,NA,NA
1923,7,1923-07-01,-10.6682767427885,-12.9755846368587,NA,NA,NA
1923,8,1923-08-01,3.40131460336538,4.21276293656604,NA,NA,NA
1923,9,1923-09-01,-57.330441497093,-56.0301630227301,NA,NA,NA
1923,10,1923-10-01,-36.0872320130814,-30.6246433292622,NA,NA,NA
1923,11,1923-11-01,-54.5415379723837,-40.4097523612864,NA,NA,NA
1923,12,1923-12-01,-17.7934683866279,-14.5130729021274,NA,NA,NA
1924,1,1924-01-01,11.0395057091346,9.73493453302085,NA,NA,NA
1924,2,1924-02-01,-1.76366436298076,-1.8237742468898,NA,NA,NA
